"locus_tag","logFC","logCPM","LR","PValue","q.value"
"BW25113_4112",-0.0720092610663818,8.16410846412729,0.157992847310619,0.691011216366244,0.928148064987331
"BW25113_4113",-0.00238341734789782,7.75313297275499,0.000158502655480675,0.989955071261414,0.996848538930859
"BW25113_4114",-0.0959406125144705,9.90498419405889,0.292012509142035,0.588933744194915,0.90250227284541
"BW25113_4115",-0.0722630921878355,9.94791317531587,0.179382743010684,0.671904238883832,0.922595714104584
"BW25113_4116",-0.0412503554657507,8.86227342245417,0.0568896319757286,0.811481314071349,0.960414486558572
"BW25113_4117",-0.00561027836664478,9.57166431382199,0.00108031025332167,0.973779792716794,0.992587229628224
"BW25113_4118",-0.0345365451664725,8.26287474923306,0.0377329543740785,0.845980351976479,0.967429568147005
"BW25113_4119",-0.0207188286827133,8.71995420587544,0.0139398495783674,0.90601445968092,0.978427991782899
"BW25113_4120",0.0105396166510888,10.1853277053387,0.0036759792148473,0.951653997075986,0.989426147364604
"BW25113_4121",-0.0753917880063877,7.80497490687261,0.136204584000894,0.712083709406229,0.933063533598786
"BW25113_4122",0.119871171674797,8.6344058716757,0.428743321193039,0.512606226462753,0.872903125796349
"BW25113_4123",0.0851104633256201,9.66881106010659,0.234945414802823,0.62788087856954,0.911064154595846
"BW25113_4124",0.331627894551121,8.5262290584335,3.51215949692321,0.0609200006173117,0.341748423043409
"BW25113_4125",0.231253006138934,9.00674010994172,1.51800612246378,0.217921475876666,0.642493321826161
"BW25113_4126",-0.123337240048129,8.97110999420971,0.43633148748961,0.508898425532653,0.872903125796349
"BW25113_4127",0.174819471792263,7.75700074590293,0.537833512290285,0.463331978600093,0.841880831757967
"BW25113_4128",0.457194542018342,3.4488311049276,1.52270087527637,0.21721122741722,0.642493321826161
"BW25113_4559",-0.0753002275966741,4.903113529518,0.0687026386801306,0.793235186445892,0.955471448583565
"BW25113_4129",0.0565874936354122,10.5888417417491,0.116711173200706,0.732629229291331,0.942573100791809
"BW25113_4130",-0.0307484004550007,9.2733399792327,0.032578455170734,0.856763957295205,0.9708017260411
"BW25113_4131",0.146504749196545,10.1478892876916,0.741519049640658,0.389174706477785,0.805769656465205
"BW25113_4132",0.101400653201489,9.99143564688825,0.328073493314147,0.566795693035661,0.894708402065455
"BW25113_4133",0.127871702112379,9.87299324224491,0.535686404723222,0.464225938801534,0.841880831757967
"BW25113_4654",-0.201215124627825,6.61781652931819,0.958866010553593,0.327472751066132,0.763658839840846
"BW25113_4135",0.133095988227955,6.84405940388839,0.333391646293196,0.563668755866408,0.893979984096546
"BW25113_4136",-0.00856958412825726,8.56938139824343,0.00202962769997583,0.964066347572653,0.99125099208252
"BW25113_4137",0.35333809371634,6.68812640451096,3.15584473473799,0.0756555252999596,0.387059071400686
"BW25113_4138",-0.0356834164222404,8.29582526251435,0.0263445253715844,0.871061766262835,0.973637050849612
"BW25113_4139",-0.524225180142888,7.40020025446361,4.99406171231045,0.025434439920503,0.203627821399476
"BW25113_4140",-0.107825964080211,8.0258654894674,0.313769837836283,0.575376023091347,0.896846688131305
"BW25113_4141",0.111568635071317,8.82893571995163,0.353357515723765,0.552218647740364,0.883910861005868
"BW25113_4144",-0.270532723864899,6.16757190933907,0.638690224804348,0.42418548403167,0.822425249606036
"BW25113_4145",-0.00224797925751423,8.58130002729435,0.000152773732516209,0.990138264547629,0.996848538930859
"BW25113_4146",-1.13775732357774,6.15288612523425,23.5445310817516,1.22055857702607e-06,6.7063841814405e-05
"BW25113_4147",0.709496909685754,2.73643647518483,2.58768647415715,0.1076975425575,0.475824838051831
"BW25113_4410",-0.57540337826204,5.22998291937878,4.20287518823495,0.040355501998795,0.273884802905527
"BW25113_4411",-0.463376347130162,5.09419630832917,3.03859941596745,0.0813060395138029,0.404072730146234
"BW25113_4148",0.442253596301238,6.59496032599812,4.76761217166008,0.0290000209950683,0.223139282711495
"BW25113_4149",0.084172596912979,7.0522670940341,0.163070769219864,0.686344927219766,0.924422264297677
"BW25113_4150",0.0171515280964037,7.91695477657282,0.00907960797624963,0.924086886473901,0.980818338620486
"BW25113_4151",-0.209594745825251,6.18268304164457,0.671527634357917,0.412519510696401,0.816401574138282
"BW25113_4152",0.431521196857404,5.04390668110873,2.19023066313115,0.138888514849031,0.534627478943824
"BW25113_4153",-0.110127478573368,7.06829198856471,0.233963817534444,0.628600167073763,0.911064154595846
"BW25113_4154",-0.0383677674642362,9.03491557716896,0.0471401866545378,0.828116457044698,0.961905643458907
"BW25113_4155",-0.897547390121349,6.0606020437337,10.1927626931426,0.00140992919656497,0.025205737827337
"BW25113_4156",0.0266496301633622,10.6920573146897,0.0240756815817242,0.87669249911187,0.974075793334546
"BW25113_4157",0.200366140488259,7.25055781627478,0.931323845527929,0.334519160766158,0.76602839706022
"BW25113_4158",0.0749880396414317,6.79171309623586,0.145740882744584,0.702639211073695,0.929910278044034
"BW25113_4159",0.118768841328954,9.86392401708908,0.483500095864699,0.486841179882808,0.860608185328314
"BW25113_4160",1.45156434715812,2.17494743133987,5.78497761359968,0.016163703741042,0.15254733107134
"BW25113_4161",1.81132469341689,2.2187463607107,11.129217182029,0.00084978447827957,0.0164661137313012
"BW25113_4164",0.856204601804952,1.60229472960407,1.64997610316725,0.198962183610017,0.62104071475469
"BW25113_4165",-0.636917485871992,2.91196430034431,1.84020921077858,0.174926428447171,0.590100844828935
"BW25113_4670",-0.413996835115423,3.34309087945991,1.1870831284145,0.275918714386361,0.71492891692745
"BW25113_4166",-0.0589632382228879,8.20859001690445,0.0949972051174566,0.757917852009334,0.947526200502848
"BW25113_4167",0.183494669628088,8.89169227426288,0.728412643837395,0.393398196759821,0.806295435464304
"BW25113_4169",0.116741734059133,8.72292116034847,0.394979526965557,0.529693495500855,0.87684713596943
"BW25113_4170",0.108333592768389,9.04886505620066,0.391961488178882,0.531270158239101,0.877284728158515
"BW25113_4171",0.240436238365288,6.53526625491222,0.790946724564044,0.373814010242355,0.79773612548587
"BW25113_4172",0.914399577979277,4.31811322556661,8.61308348325246,0.00333756794393611,0.0493798745454795
"BW25113_4173",0.0149806894599146,7.94284526231978,0.00532844568903101,0.941809138819167,0.987176834215803
"BW25113_4174",-0.213138444586943,7.53416235188129,1.19199897265122,0.274926710371082,0.714370601157501
"BW25113_4175",-0.301778302828847,7.21921406538987,2.43845322287779,0.118392917513096,0.496737729390542
"BW25113_4176",0.716159292732178,5.19673110929875,8.09584463348078,0.00443668579951485,0.0610252782769919
"BW25113_4177",0.754139733690662,6.02727461829273,11.9692394975002,0.00054086011302878,0.0113580623736044
"BW25113_4178",0.306992090659241,5.61820501257321,0.946146511451559,0.330702113118092,0.765463838175505
"BW25113_4179",0.433532052433945,7.77750079045583,3.25583250466107,0.0711697888319313,0.373152971248205
"BW25113_4180",0.0621639208403315,7.24288221491886,0.0515959983444105,0.820309029726094,0.961540882618498
"BW25113_4181",0.107930399170093,5.09847944973096,0.171725555987599,0.67858278275847,0.923009162275809
"BW25113_4182",0.198271290156988,7.61311690887315,0.894521573818228,0.344254938508854,0.772923812522517
"BW25113_4183",0.0692451054098059,7.67635908566685,0.0964756563086038,0.756100692744148,0.947502580582243
"BW25113_4184",-0.0665284432482753,6.02716909676601,0.090624868251644,0.763384263055667,0.948751416452879
"BW25113_4185",0.111405083381365,7.93019717507625,0.26367458482737,0.607606830396845,0.911064154595846
"BW25113_4186",0.27044166292399,7.97862302997015,2.24917711350704,0.133685475842811,0.522273357634154
"BW25113_4187",0.140415201431163,8.35735785199515,0.606735096741476,0.436019758849829,0.827924901430985
"BW25113_4188",0.510071553074575,7.18058407294145,7.26216481879275,0.0070422352142297,0.0858308807894027
"BW25113_4189",0.27137041397367,7.63271291639429,1.16203515236128,0.281043867303887,0.720298371729005
"BW25113_4190",0.169893781156479,8.08861967157316,0.736428450266018,0.390807380367808,0.805769656465205
"BW25113_4191",0.783264699439477,5.91601195443982,12.411299363515,0.0004267438333497,0.00935338533095982
"BW25113_4192",-0.254090561848875,7.85464489989213,1.96838853724069,0.160619013574594,0.571644066945604
"BW25113_4193",0.263110788153645,8.70706799745705,2.26357618591177,0.132447890546251,0.522207821538704
"BW25113_4194",-0.136447921062132,5.82782640449014,0.328524430890986,0.566529251114754,0.894708402065455
"BW25113_4195",-0.394682746986609,6.52364232315884,3.11077149171861,0.0777761117143483,0.394386831967447
"BW25113_4196",0.17324770542129,6.91747150273222,0.70243757220976,0.401965844869268,0.812179791355987
"BW25113_4197",0.452453814474417,7.45951767336216,5.03023635384888,0.0249084989910102,0.200216411729342
"BW25113_4198",0.319509638832849,7.96858341333032,3.05473767291637,0.0805019937811453,0.403291061856112
"BW25113_4199",0.36349401731903,8.60544863431629,3.96972994724786,0.0463252013328199,0.299461036533655
"BW25113_4200",1.33596144795016,1.59737799689406,3.83969124750081,0.050052737446421,0.311687263025748
"BW25113_4201",1.98997226927087,3.17202834818532,25.6164291243011,4.16478307063893e-07,2.45660954357835e-05
