"locus_tag","logFC","logCPM","Pvalue","q.value"
"BW25113_0001",0.0116081046321028,5.41654467645198,0.00418491941405486,0.948420066108967
"BW25113_0002",0.109539434169439,9.62837910462834,0.767466260500864,0.381002028005669
"BW25113_0003",0.200896930976683,8.07654606936057,3.38053211330938,0.0659707529161457
"BW25113_0004",0.124102936249323,8.54535340030359,0.969379321012829,0.324835023226802
"BW25113_0005",0.157928685838138,6.3346453200983,0.902299157919405,0.342165969617943
"BW25113_0006",-0.0053067240441199,8.17393948953477,0.00179523268807458,0.966203594874635
"BW25113_0007",0.0245848295433434,8.85167342058719,0.0414625399397743,0.838647707977246
"BW25113_0008",0.0311233421776996,8.99552442487489,0.101825692946681,0.749649634589416
"BW25113_0009",-0.453991755633326,7.61032182729448,14.0465727718904,0.000178338541647218
"BW25113_0010",0.0356851161418916,7.73410143549564,0.0830882965483255,0.773155066949573
"BW25113_0011",-0.0186701729911281,7.60857941756131,0.0121393954792381,0.912267476042755
"BW25113_0013",0.0205689244922118,7.73369849534138,0.0314887786692637,0.859154324918257
"BW25113_0014",-0.542555909544558,4.52160955045028,5.70593482444559,0.0169076486361057
"BW25113_0015",-0.060953592691137,8.413575215353,0.325801669983396,0.568141737560561
"BW25113_0018",-0.0871974656153305,8.26830274054483,0.604338496052316,0.436927464745
"BW25113_4412",-0.327081439395479,6.65403667302082,5.39252234682741,0.0202232176861721
"BW25113_4413",-0.0290436677280708,6.75255698233735,0.0356842684499412,0.850168997756385
"BW25113_0019",-0.183246633636356,7.57197013865076,1.99211777153204,0.15811962377379
"BW25113_0020",0.0471429224905786,8.62170376580305,0.166055498951749,0.683641470838077
"BW25113_0024",-0.185728371841098,5.82378776501879,1.23509275081737,0.266418900634762
"BW25113_0025",0.185558539295366,2.26944870704127,0.151669091799915,0.696945390187524
"BW25113_0028",0.225994771112322,6.75039701699121,2.62404100421045,0.10525608129639
"BW25113_0030",0.0367161441712952,7.92141057736403,0.108733643580279,0.741590496069878
"BW25113_0032",-0.311183225814539,7.45319157180563,5.13592111695515,0.023435648112448
"BW25113_0033",0.0844622656688299,8.82469464891314,0.387552834445387,0.53358854873093
"BW25113_0034",0.0329441286273267,8.12048988996686,0.0882216425043865,0.766450260554561
"BW25113_0035",-0.122247637250499,7.18292973845364,0.921167120774337,0.337168710968238
"BW25113_0036",0.0873126362523572,7.85192224413147,0.442872028006555,0.505739497254568
"BW25113_0037",-0.0212789851774588,8.92170847864187,0.0367149319131457,0.848046605320618
"BW25113_0038",0.0665049643438825,8.52891882472529,0.393502542465738,0.530464038693327
"BW25113_0039",0.10163658940701,8.40371461552891,0.527547617413411,0.467639720700183
"BW25113_0040",-0.0523744538982955,9.70879603168577,0.288036355062902,0.591481636628124
"BW25113_0041",-0.0774600152409793,8.19525983638685,0.464416400604627,0.495567163166632
"BW25113_0042",0.0280860237143865,7.79696255884699,0.0499306568318234,0.823183979954933
"BW25113_0043",-0.0707792120696651,7.5512773119315,0.349387685441706,0.554459951286758
"BW25113_0044",-0.154846997680618,6.14350970765452,1.05160531454168,0.305137658024788
"BW25113_0045",-0.0134772555508704,8.36503664829545,0.0162993442011006,0.898411014707146
"BW25113_0046",-0.00224462666684705,7.72089683654917,0.000335329031295295,0.985389961268033
"BW25113_0047",-0.0222561298444352,8.77591656665686,0.0376964645136724,0.846053911219705
"BW25113_0049",0.205303657644772,6.55119170649082,2.07747191839303,0.149487582064912
"BW25113_0050",0.110683608510529,6.9207249270866,0.56507223608196,0.452223750199798
"BW25113_0051",-0.276201557107997,7.24923058595482,4.95307243014374,0.0260443440877506
"BW25113_0052",-0.237172006434033,2.95626787567043,0.410380293131305,0.521776546687546
"BW25113_0053",-0.436285756297622,5.14157582419821,3.91031033960606,0.0479907345094018
"BW25113_0054",1.43485550929489,2.10292979010349,7.1836473351327,0.00735709960279786
"BW25113_0055",0.0622072632858407,8.73750625736563,0.337745170818334,0.561133652604348
"BW25113_4659",-0.0104339725777918,12.0670951665778,0.0102642378627706,0.919302334113459
"BW25113_0058",0.163910837404747,8.09116091681507,2.16701517943469,0.140999674268772
"BW25113_0059",0.00432511646071996,9.86658482919131,0.00188704176964904,0.965350717433901
"BW25113_0060",0.00682082653399098,9.58250533505791,0.0041928864404106,0.948371060407272
"BW25113_0061",-0.214914220474873,7.66989928825343,3.06685656496421,0.0799038392835361
"BW25113_0064",-0.0820501399992845,7.8694892139516,0.426191250579764,0.513863786187572
"BW25113_0065",0.189683788242723,7.6051160308526,2.71027083098958,0.0997040631393033
"BW25113_0066",0.060282354805638,7.4511878160299,0.224506520697669,0.635627422127814
"BW25113_0067",0.0917102849268321,9.02866676367459,0.601034408168264,0.438183624463484
"BW25113_0068",0.0109492678548424,8.00104657523172,0.00756206165137385,0.930703215349294
"BW25113_0069",0.00285796342350032,9.102926459661,0.000821876476720718,0.977129068635039
"BW25113_4577",0.113170034392611,6.01372646320756,0.491166194771337,0.483407552400667
"BW25113_4662",0.153734544155287,5.20647202112181,0.629485453548809,0.427544115724271
"BW25113_0070",0.0464202321331872,9.05538766101642,0.157147198253355,0.691796719596715
"BW25113_0071",0.0876701906404369,7.98641419827525,0.494761118712098,0.481811130635168
"BW25113_0072",0.167611422691932,8.84388391561686,2.65688500939587,0.103102468843815
"BW25113_0073",0.0478818809901123,8.27106492394236,0.155012448863731,0.69379057703015
"BW25113_0074",-0.0157414762057586,8.85493812090562,0.0168117350155725,0.896835371478385
"BW25113_0075",-0.080660874557116,9.20366630508997,0.62489346858735,0.429234633777237
"BW25113_0076",-0.120379618952334,9.73370467808437,1.51113163490322,0.218966490106876
"BW25113_0077",0.0302570745205119,9.98255715873159,0.0998587268761639,0.751999233205967
"BW25113_0078",0.150939231427747,8.14465432833095,1.77269704631161,0.183048650232281
"BW25113_0080",0.188180964424473,7.14366188807931,2.11272539677218,0.146078953021874
"BW25113_0081",0.0637806537518746,6.73148461376798,0.220870572355133,0.638377385070384
"BW25113_0082",0.0217267990579365,6.31966151889377,0.0212911700046616,0.883988536625036
"BW25113_0083",0.894864847196803,2.1391277834339,3.07228692577598,0.0796373675879141
"BW25113_0088",-0.136302549923961,2.52262050784053,0.0982722652983945,0.753912917698924
"BW25113_0092",0.248863980179995,6.96063912218653,3.68923790923175,0.0547646332417724
"BW25113_0093",-0.114610891556259,3.79309368762329,0.166411243928191,0.683321144471971
"BW25113_0097",-0.0968870196341872,4.562743146947,0.18402014940223,0.667940910373356
"BW25113_0099",-0.217558277387227,6.49271337426498,2.19721264370148,0.138260546296953
"BW25113_0101",0.132501419530367,4.39589208986877,0.309112095612109,0.578225550661436
"BW25113_0102",0.188862589107003,6.85084747819132,2.04571132069519,0.152635625327436
"BW25113_0103",-0.403952740514243,2.62493761106015,0.934048629601248,0.333813096305671
"BW25113_0104",0.0914146996941269,7.95579379376753,0.590767802468024,0.442122367769195
"BW25113_0106",0.138326241540135,8.15065278366624,1.48838992765171,0.222466439774966
"BW25113_0107",0.102216307346144,8.41318159020381,0.813439223308126,0.367105392933993
"BW25113_0108",0.233122127706132,6.71891390110538,1.6752344480333,0.195558887640417
"BW25113_0109",0.140918893762249,7.28740479434977,1.13076539797936,0.287612137006437
"BW25113_0110",0.21356906498901,7.12460150164815,2.83204043139306,0.0924008934344823
"BW25113_0111",0.032419558762801,7.99567591365197,0.0735870628391275,0.786183874420397
"BW25113_0112",0.115344350076422,8.97220641617608,0.948947190388807,0.329987425777587
"BW25113_0113",0.0824843548831162,7.4966436772959,0.273398236045239,0.601061262706354
"BW25113_0114",0.678336772455932,5.80609487880222,17.1121752522652,3.52356977106323e-05
"BW25113_0115",0.867180998077267,4.59351920421753,13.5149561058799,0.000236669667388179
"BW25113_0117",0.0714828855605077,9.05846726800725,0.448130016224682,0.503224320090326
"BW25113_0118",0.11046406889804,4.73814885357822,0.267798909566562,0.604812118551867
"BW25113_0119",0.279048131389453,7.20872757281719,2.52546576320589,0.112021699768371
"BW25113_0120",0.0976577491832748,7.91915118399595,0.580039930117745,0.446296670027126
"BW25113_0121",0.546659853553257,7.31236720706033,15.9726980862863,6.42625957959562e-05
"BW25113_0122",0.0415558299295885,6.76090411947541,0.0752409764772786,0.783853403101856
"BW25113_0123",0.0911029061061262,8.50949021026022,0.785837046661046,0.375361887012406
"BW25113_0124",0.0753442191010474,9.67168983120087,0.586540144544081,0.443760150678638
"BW25113_0125",0.330132078948147,5.51109118273286,3.27554260307365,0.0703196696236893
"BW25113_0127",-0.0750226240911662,7.61354304907346,0.360517539764999,0.548218947591871
"BW25113_0128",0.075665319157011,7.8005133670388,0.352482548288194,0.552711172758803
"BW25113_0129",0.0714663118132234,6.99914266766346,0.312163924408969,0.576355340676502
"BW25113_0130",0.0625609912935338,8.27537064751888,0.315372034839777,0.574402247442275
"BW25113_0131",0.0295350058239364,5.94041089908109,0.0339328113057604,0.853849806735573
"BW25113_0132",0.102404941725455,8.27879713867954,0.87822679926634,0.3486878051012
"BW25113_0133",0.169001145687497,7.46997846977573,1.12266967576183,0.289344329116009
"BW25113_0134",0.162915973007598,8.03746003937465,1.90604841597121,0.167402868451487
"BW25113_0135",-0.0984409704366547,9.4879744463858,0.622298108287097,0.43019457445331
"BW25113_0136",-0.259337832532893,5.14152264773403,1.81312895928822,0.178133337182009
"BW25113_0137",-0.0143693819577389,7.70401639410258,0.0142740780117649,0.904899700428147
"BW25113_0138",-0.209641058232828,6.68644740706713,1.12700612888636,0.288414839072371
"BW25113_0139",-0.0856120384423974,11.0666287139054,0.670853514239848,0.412754191339706
"BW25113_0140",-0.153799316115814,9.61070611243077,1.04771531161249,0.306033858458945
"BW25113_0141",-0.0856171370492647,6.34827560399471,0.292641906098547,0.588532487662565
"BW25113_0142",-0.477871003662875,4.30824287492918,3.50877564626822,0.0610445525631315
"BW25113_0143",0.0394753003327415,7.67027074114738,0.0856595430372087,0.769769421745469
"BW25113_0144",0.073963558887398,7.52455913299575,0.386989868740562,0.533885913457505
"BW25113_0145",-0.383085644401306,6.10521201039085,4.91418839154268,0.026636975066096
"BW25113_0146",0.0447789374977205,8.56395018901764,0.1365527730528,0.711732361166827
"BW25113_0147",0.133344745777702,7.25686458935718,0.856278824875016,0.35478213548947
"BW25113_0148",0.0365921941859468,9.54868467236513,0.094748872974975,0.75822459191204
"BW25113_0149",-0.918026666529186,8.75310842728129,61.6841683020095,4.03209235255497e-15
"BW25113_0150",0.108978655897998,9.57880490724869,0.992834000862452,0.319050705005149
"BW25113_0151",0.0500998352368454,7.94317163445187,0.113884139012049,0.735764702847733
"BW25113_0152",0.0828368519612962,7.77028215968761,0.469101870373186,0.493400640552652
"BW25113_0153",0.195528135137923,8.80475528167356,2.79341009940881,0.0946526084794575
"BW25113_0155",0.0084306347245092,9.03679888209024,0.00564501012779317,0.940108667108533
"BW25113_0157",0.324533323974421,7.08301778147704,6.30389572023316,0.0120472933342829
"BW25113_0158",-0.0123544334450082,6.84717427780586,0.00748736968617436,0.931045436051138
"BW25113_0160",-0.0996848026943069,10.8667110880465,1.01850767661023,0.312873254151285
"BW25113_0161",-0.220757060784129,8.34119549518659,1.72876707036438,0.188568430667304
"BW25113_0162",-0.0158089020913171,7.9987414906834,0.0210122721859705,0.884745529310554
"BW25113_0163",0.0138286863014768,6.82463122759749,0.00776713172196253,0.929772293736929
"BW25113_0164",0.0735997051112598,8.0675616625185,0.444883621140619,0.504774708971333
"BW25113_0166",1.74255223868687,1.8787901147679,8.21671286807846,0.00415063177547998
"BW25113_0167",0.203347739062125,5.87120082114747,1.28468800767262,0.257029195882423
"BW25113_0168",0.743870289117802,1.92063917141109,1.76213657041417,0.184358242015454
"BW25113_0169",1.50976692112845,1.5543598060075,4.88783366706905,0.0270466029388109
"BW25113_0174",-0.951710136802001,2.83601162498895,5.67463971026793,0.0172118742165422
"BW25113_0178",0.0537108317609474,5.16385655793569,0.0308942738127556,0.860476469776289
"BW25113_0182",0.455470633455031,2.207750159328,0.862986363584083,0.352904326240685
"BW25113_0183",-0.214178743817063,5.39812269799729,1.35467928246795,0.244461741189731
"BW25113_0184",-2.19535171245931,1.49663851267649,8.38297255542081,0.00378752465150309
"BW25113_0186",0.170978754306458,8.44469340403737,2.5848554619684,0.107890256558553
"BW25113_0187",0.197320802468595,5.93239146547615,1.4141049936305,0.23437613450453
"BW25113_0188",0.292557957364316,3.5835610622556,0.939573325978824,0.332387595453399
"BW25113_0189",-0.161352037003224,5.55654490818351,0.590013733430068,0.442413808134824
